mode,batch_wall_median_s,batch_wall_mean_s,batch_wall_std_s,success_min,speedup_vs_separate
persistent_process,3.7316542342305183,3.681959596772989,0.46168247089488595,7,4.815621121544339
separate_processes,17.97023294866085,18.034054001172382,0.24128835796676934,7,1.0
