batch_wall_s,repeat,success_count,total_tasks,workers
25.393441274762154,1,10,10,1
25.946575924754143,2,10,10,1
24.857988946139812,3,10,10,1
14.333598539233208,1,10,10,2
12.69696419686079,2,10,10,2
13.820973806083202,3,10,10,2
8.646892674267292,1,10,10,4
7.426951132714748,2,10,10,4
7.903955817222595,3,10,10,4
5.708056040108204,1,10,10,8
5.404164597392082,2,10,10,8
4.923038303852081,3,10,10,8
