mode,workers,batch_wall_median_s,batch_wall_mean_s,batch_wall_std_s,success_min,speedup_vs_baseline
baseline_separate_serial,1,45.31344770640135,46.03665650635958,2.5980768037791724,21,1.0
persistent_parallel_2,2,4.577829301357269,4.618928454816341,0.29411602326693576,21,9.898457265098651
persistent_parallel_4,4,3.653156653046608,3.6093873590230943,0.1799979474192917,21,12.403915848670623
persistent_parallel_8,8,3.2807967886328697,3.303446525335312,0.06239743912382508,21,13.811720330683379
persistent_serial,1,6.165137566626072,6.240460582077503,0.372617326585277,21,7.3499491644270885
