threads,execution_median_s,execution_mean_s,execution_std_s,process_wall_median_s,speedup_vs_1thread,parallel_efficiency
1,0.4342710375785827,0.4402822062373161,0.016580582175855643,2.1851811185479164,1.0,1.0
2,0.5358066856861115,0.5279261559247971,0.08691863087391319,2.726442739367485,0.8104994752398241,0.40524973761991206
4,0.4332511499524116,0.45098215639591216,0.038254938418766184,2.234787367284298,1.0023540332813499,0.25058850832033747
8,0.4318432584404945,0.4333521157503128,0.0034741551063465514,2.2216241732239723,1.0056218988965016,0.1257027373620627
16,0.4351661801338196,0.4468673840165138,0.026984014580697428,2.2064986005425453,0.997942986849388,0.06237143667808675
24,0.5711926743388176,0.5427771151065827,0.09864143984805368,2.9603509455919266,0.7602881778574486,0.03167867407739369
